scene_name,camera_name,frame_id,split_partition_name
ai_017_007,cam_00,0000,train
ai_017_007,cam_00,0001,train
ai_017_007,cam_00,0002,train
ai_017_007,cam_00,0003,train
ai_017_007,cam_00,0004,train
ai_017_007,cam_00,0005,train
ai_017_007,cam_00,0006,train
ai_017_007,cam_00,0007,train
ai_017_007,cam_00,0008,train
ai_017_007,cam_00,0009,train
ai_017_007,cam_00,0010,train
ai_017_007,cam_00,0011,train
ai_017_007,cam_00,0012,train
ai_017_007,cam_00,0013,train
ai_017_007,cam_00,0014,train
ai_017_007,cam_00,0015,train
ai_017_007,cam_00,0016,train
ai_017_007,cam_00,0017,train
ai_017_007,cam_00,0018,train
ai_017_007,cam_00,0019,train
ai_017_007,cam_00,0020,train
ai_017_007,cam_00,0021,train
ai_017_007,cam_00,0022,train
ai_017_007,cam_00,0023,train
ai_017_007,cam_00,0024,train
ai_017_007,cam_00,0025,train
ai_017_007,cam_00,0026,train
ai_017_007,cam_00,0027,train
ai_017_007,cam_00,0028,train
ai_017_007,cam_00,0029,train
ai_017_007,cam_00,0030,train
ai_017_007,cam_00,0031,train
ai_017_007,cam_00,0032,train
ai_017_007,cam_00,0033,train
ai_017_007,cam_00,0034,train
ai_017_007,cam_00,0035,train
ai_017_007,cam_00,0036,train
ai_017_007,cam_00,0037,train
ai_017_007,cam_00,0038,train
ai_017_007,cam_00,0039,train
ai_017_007,cam_00,0040,train
ai_017_007,cam_00,0041,train
ai_017_007,cam_00,0042,train
ai_017_007,cam_00,0043,train
ai_017_007,cam_00,0044,train
ai_017_007,cam_00,0045,train
ai_017_007,cam_00,0046,train
ai_017_007,cam_00,0047,train
ai_017_007,cam_00,0048,train
ai_017_007,cam_00,0049,train
ai_017_007,cam_00,0050,train
ai_017_007,cam_00,0051,train
ai_017_007,cam_00,0052,train
ai_017_007,cam_00,0053,train
ai_017_007,cam_00,0054,train
ai_017_007,cam_00,0055,train
ai_017_007,cam_00,0056,train
ai_017_007,cam_00,0057,train
ai_017_007,cam_00,0058,train
ai_017_007,cam_00,0059,train
ai_017_007,cam_00,0060,train
ai_017_007,cam_00,0061,train
ai_017_007,cam_00,0062,train
ai_017_007,cam_00,0063,train
ai_017_007,cam_00,0064,train
ai_017_007,cam_00,0065,train
ai_017_007,cam_00,0066,train
ai_017_007,cam_00,0067,train
ai_017_007,cam_00,0068,train
ai_017_007,cam_00,0069,train
ai_017_007,cam_00,0070,train
ai_017_007,cam_00,0071,train
ai_017_007,cam_00,0072,train
ai_017_007,cam_00,0073,train
ai_017_007,cam_00,0074,train
ai_017_007,cam_00,0075,train
ai_017_007,cam_00,0076,train
ai_017_007,cam_00,0077,train
ai_017_007,cam_00,0078,train
ai_017_007,cam_00,0079,train
ai_017_007,cam_00,0080,train
ai_017_007,cam_00,0081,train
ai_017_007,cam_00,0082,train
ai_017_007,cam_00,0083,train
ai_017_007,cam_00,0084,train
ai_017_007,cam_00,0085,train
ai_017_007,cam_00,0086,train
ai_017_007,cam_00,0087,train
ai_017_007,cam_00,0088,train
ai_017_007,cam_00,0089,train
ai_017_007,cam_00,0090,train
ai_017_007,cam_00,0091,train
ai_017_007,cam_00,0092,train
ai_017_007,cam_00,0093,train
ai_017_007,cam_00,0094,train
ai_017_007,cam_00,0095,train
ai_017_007,cam_00,0096,train
ai_017_007,cam_00,0097,train
ai_017_007,cam_00,0098,train
ai_017_007,cam_00,0099,train
ai_017_007,cam_01,0000,train
ai_017_007,cam_01,0001,train
ai_017_007,cam_01,0002,train
ai_017_007,cam_01,0003,train
ai_017_007,cam_01,0004,train
ai_017_007,cam_01,0005,train
ai_017_007,cam_01,0006,train
ai_017_007,cam_01,0007,train
ai_017_007,cam_01,0008,train
ai_017_007,cam_01,0009,train
ai_017_007,cam_01,0010,train
ai_017_007,cam_01,0011,train
ai_017_007,cam_01,0012,train
ai_017_007,cam_01,0013,train
ai_017_007,cam_01,0014,train
ai_017_007,cam_01,0015,train
ai_017_007,cam_01,0016,train
ai_017_007,cam_01,0017,train
ai_017_007,cam_01,0018,train
ai_017_007,cam_01,0019,train
ai_017_007,cam_01,0020,train
ai_017_007,cam_01,0021,train
ai_017_007,cam_01,0022,train
ai_017_007,cam_01,0023,train
ai_017_007,cam_01,0024,train
ai_017_007,cam_01,0025,train
ai_017_007,cam_01,0026,train
ai_017_007,cam_01,0027,train
ai_017_007,cam_01,0028,train
ai_017_007,cam_01,0029,train
ai_017_007,cam_01,0030,train
ai_017_007,cam_01,0031,train
ai_017_007,cam_01,0032,train
ai_017_007,cam_01,0033,train
ai_017_007,cam_01,0034,train
ai_017_007,cam_01,0035,train
ai_017_007,cam_01,0036,train
ai_017_007,cam_01,0037,train
ai_017_007,cam_01,0038,train
ai_017_007,cam_01,0039,train
ai_017_007,cam_01,0040,train
ai_017_007,cam_01,0041,train
ai_017_007,cam_01,0042,train
ai_017_007,cam_01,0043,train
ai_017_007,cam_01,0044,train
ai_017_007,cam_01,0045,train
ai_017_007,cam_01,0046,train
ai_017_007,cam_01,0047,train
ai_017_007,cam_01,0048,train
ai_017_007,cam_01,0049,train
ai_017_007,cam_01,0050,train
ai_017_007,cam_01,0051,train
ai_017_007,cam_01,0052,train
ai_017_007,cam_01,0053,train
ai_017_007,cam_01,0054,train
ai_017_007,cam_01,0055,train
ai_017_007,cam_01,0056,train
ai_017_007,cam_01,0057,train
ai_017_007,cam_01,0058,train
ai_017_007,cam_01,0059,train
ai_017_007,cam_01,0060,train
ai_017_007,cam_01,0061,train
ai_017_007,cam_01,0062,train
ai_017_007,cam_01,0063,train
ai_017_007,cam_01,0064,train
ai_017_007,cam_01,0065,train
ai_017_007,cam_01,0066,train
ai_017_007,cam_01,0067,train
ai_017_007,cam_01,0068,train
ai_017_007,cam_01,0069,train
ai_017_007,cam_01,0070,train
ai_017_007,cam_01,0071,train
ai_017_007,cam_01,0072,train
ai_017_007,cam_01,0073,train
ai_017_007,cam_01,0074,train
ai_017_007,cam_01,0075,train
ai_017_007,cam_01,0076,train
ai_017_007,cam_01,0077,train
ai_017_007,cam_01,0078,train
ai_017_007,cam_01,0079,train
ai_017_007,cam_01,0080,train
ai_017_007,cam_01,0081,train
ai_017_007,cam_01,0082,train
ai_017_007,cam_01,0083,train
ai_017_007,cam_01,0084,train
ai_017_007,cam_01,0085,train
ai_017_007,cam_01,0086,train
ai_017_007,cam_01,0087,train
ai_017_007,cam_01,0088,train
ai_017_007,cam_01,0089,train
ai_017_007,cam_01,0090,train
ai_017_007,cam_01,0091,train
ai_017_007,cam_01,0092,train
ai_017_007,cam_01,0093,train
ai_017_007,cam_01,0094,train
ai_017_007,cam_01,0095,train
ai_017_007,cam_01,0096,train
ai_017_007,cam_01,0097,train
ai_017_007,cam_01,0098,train
ai_017_007,cam_01,0099,train
ai_044_003,cam_02,0000,train
ai_044_003,cam_02,0001,train
ai_044_003,cam_02,0002,train
ai_044_003,cam_02,0003,train
ai_044_003,cam_02,0004,train
ai_044_003,cam_02,0005,train
ai_044_003,cam_02,0006,train
ai_044_003,cam_02,0007,train
ai_044_003,cam_02,0008,train
ai_044_003,cam_02,0009,train
ai_044_003,cam_02,0010,train
ai_044_003,cam_02,0011,train
ai_044_003,cam_02,0012,train
ai_044_003,cam_02,0013,train
ai_044_003,cam_02,0014,train
ai_044_003,cam_02,0015,train
ai_044_003,cam_02,0016,train
ai_044_003,cam_02,0017,train
ai_044_003,cam_02,0018,train
ai_044_003,cam_02,0019,train
ai_044_003,cam_02,0020,train
ai_044_003,cam_02,0021,train
ai_044_003,cam_02,0022,train
ai_044_003,cam_02,0023,train
ai_044_003,cam_02,0024,train
ai_044_003,cam_02,0025,train
ai_044_003,cam_02,0026,train
ai_044_003,cam_02,0027,train
ai_044_003,cam_02,0028,train
ai_044_003,cam_02,0029,train
ai_044_003,cam_02,0030,train
ai_044_003,cam_02,0031,train
ai_044_003,cam_02,0032,train
ai_044_003,cam_02,0033,train
ai_044_003,cam_02,0034,train
ai_044_003,cam_02,0035,train
ai_044_003,cam_02,0036,train
ai_044_003,cam_02,0037,train
ai_044_003,cam_02,0038,train
ai_044_003,cam_02,0039,train
ai_044_003,cam_02,0040,train
ai_044_003,cam_02,0041,train
ai_044_003,cam_02,0042,train
ai_044_003,cam_02,0043,train
ai_044_003,cam_02,0044,train
ai_044_003,cam_02,0045,train
ai_044_003,cam_02,0046,train
