scene_name,camera_name,frame_id,split_partition_name
ai_017_007,cam_00,0,train
ai_017_007,cam_00,1,train
ai_017_007,cam_00,2,train
ai_017_007,cam_00,3,train
ai_017_007,cam_00,4,train
ai_017_007,cam_00,5,train
ai_017_007,cam_00,6,train
ai_017_007,cam_00,7,train
ai_017_007,cam_00,8,train
ai_017_007,cam_00,9,train
ai_017_007,cam_00,10,train
ai_017_007,cam_00,11,train
ai_017_007,cam_00,12,train
ai_017_007,cam_00,13,train
ai_017_007,cam_00,14,train
ai_017_007,cam_00,15,train
ai_017_007,cam_00,16,train
ai_017_007,cam_00,17,train
ai_017_007,cam_00,18,train
ai_017_007,cam_00,19,train
ai_017_007,cam_00,20,train
ai_017_007,cam_00,21,train
ai_017_007,cam_00,22,train
ai_017_007,cam_00,23,train
ai_017_007,cam_00,24,train
ai_017_007,cam_00,25,train
ai_017_007,cam_00,26,train
ai_017_007,cam_00,27,train
ai_017_007,cam_00,28,train
ai_017_007,cam_00,29,train
ai_017_007,cam_00,30,train
ai_017_007,cam_00,31,train
ai_017_007,cam_00,32,train
ai_017_007,cam_00,33,train
ai_017_007,cam_00,34,train
ai_017_007,cam_00,35,train
ai_017_007,cam_00,36,train
ai_017_007,cam_00,37,train
ai_017_007,cam_00,38,train
ai_017_007,cam_00,39,train
ai_017_007,cam_00,40,train
ai_017_007,cam_00,41,train
ai_017_007,cam_00,42,train
ai_017_007,cam_00,43,train
ai_017_007,cam_00,44,train
ai_017_007,cam_00,45,train
ai_017_007,cam_00,46,train
ai_017_007,cam_00,47,train
ai_017_007,cam_00,48,train
ai_017_007,cam_00,49,train
ai_017_007,cam_00,50,train
ai_017_007,cam_00,51,train
ai_017_007,cam_00,52,train
ai_017_007,cam_00,53,train
ai_017_007,cam_00,54,train
ai_017_007,cam_00,55,train
ai_017_007,cam_00,56,train
ai_017_007,cam_00,57,train
ai_017_007,cam_00,58,train
ai_017_007,cam_00,59,train
ai_017_007,cam_00,60,train
ai_017_007,cam_00,61,train
ai_017_007,cam_00,62,train
ai_017_007,cam_00,63,train
ai_017_007,cam_00,64,train
ai_017_007,cam_00,65,train
ai_017_007,cam_00,66,train
ai_017_007,cam_00,67,train
ai_017_007,cam_00,68,train
ai_017_007,cam_00,69,train
ai_017_007,cam_00,70,train
ai_017_007,cam_00,71,train
ai_017_007,cam_00,72,train
ai_017_007,cam_00,73,train
ai_017_007,cam_00,74,train
ai_017_007,cam_00,75,train
ai_017_007,cam_00,76,train
ai_017_007,cam_00,77,train
ai_017_007,cam_00,78,train
ai_017_007,cam_00,79,train
ai_017_007,cam_00,80,train
ai_017_007,cam_00,81,train
ai_017_007,cam_00,82,train
